date,region,country,product,channel,revenue,cost,cost_driver
2024-12-03,Asia-Pacific,Japan,Cloud Platform,Online,20392.97,12405.94,Shipping
2024-12-03,Asia-Pacific,Japan,Security Module,Partner,18131.51,11412.07,Labor
2024-12-03,Asia-Pacific,Australia,Analytics Suite,Online,17257.67,10005.53,Material
2024-12-03,Asia-Pacific,Australia,Cloud Platform,Online,14984.71,9068.16,Material
2024-12-03,Asia-Pacific,Australia,Security Module,Online,13340.71,7050.83,Labor
2024-12-03,Asia-Pacific,Singapore,Analytics Suite,Partner,16675.16,8577.29,Material
2024-12-03,Asia-Pacific,Singapore,Cloud Platform,Online,20013.74,11874.15,Material
2024-12-03,Asia-Pacific,Singapore,Security Module,Partner,17110.95,10471.73,Material
2024-12-04,Europe,Germany,Analytics Suite,Online,19826.87,11013.48,Shipping
2024-12-04,Europe,Germany,Cloud Platform,Online,19619.59,11162.17,Material
2024-12-04,Europe,Germany,Security Module,Direct,18962.21,11211.7,Material
2024-12-04,Europe,France,Analytics Suite,Direct,18194.77,11220.25,Material
2024-12-04,Europe,France,Cloud Platform,Online,20223.87,11350.09,Material
2024-12-04,Europe,France,Security Module,Direct,16841.55,9139.99,Material
2024-12-04,Europe,United Kingdom,Analytics Suite,Direct,19339.88,11164.76,Labor
2024-12-04,Europe,United Kingdom,Cloud Platform,Direct,11423.08,6940.13,Shipping
2024-12-04,Europe,United Kingdom,Security Module,Partner,14780.61,9037.22,Labor
2024-12-04,Europe,Spain,Analytics Suite,Partner,16966.5,11388.97,Material
2024-12-04,Europe,Spain,Cloud Platform,Partner,20028.29,11333.75,Material
2024-12-04,Europe,Spain,Security Module,Partner,14328.62,7723.73,Material
2024-12-04,North America,United States,Analytics Suite,Partner,19121.6,11249.6,Material
2024-12-04,North America,United States,Cloud Platform,Online,19708.44,11331.84,Material
2024-12-04,North America,United States,Security Module,Online,20872.97,12347.36,Material
2024-12-04,North America,Canada,Analytics Suite,Partner,16672.83,9719.47,Material
2024-12-04,North America,Canada,Cloud Platform,Partner,17074.22,8997.86,Shipping
2024-12-04,North America,Canada,Security Module,Online,17232.8,10680.13,Shipping
2024-12-04,North America,Mexico,Analytics Suite,Online,20331.46,13277.14,Material
2024-12-04,North America,Mexico,Cloud Platform,Partner,20377.83,11187.91,Labor
2024-12-04,North America,Mexico,Security Module,Partner,20474.66,12970.75,Material
2024-12-04,Asia-Pacific,India,Analytics Suite,Partner,14834.31,8711.94,Shipping
2024-12-04,Asia-Pacific,India,Cloud Platform,Online,17921.56,10936.54,Material
2024-12-04,Asia-Pacific,India,Security Module,Partner,16845.47,9168.78,Material
2024-12-04,Asia-Pacific,Japan,Analytics Suite,Online,15291.73,9676.35,Shipping
2024-12-04,Asia-Pacific,Japan,Cloud Platform,Direct,14627.93,9523.39,Material
2024-12-04,Asia-Pacific,Japan,Security Module,Online,19446.95,10623.62,Material
2024-12-04,Asia-Pacific,Australia,Analytics Suite,Direct,16688.7,8466.1,Material
2024-12-04,Asia-Pacific,Australia,Cloud Platform,Direct,16927.8,10681.2,Material
2024-12-04,Asia-Pacific,Australia,Security Module,Direct,17381.52,10680.83,Material
2024-12-04,Asia-Pacific,Singapore,Analytics Suite,Partner,17032.82,9718.05,Material
2024-12-04,Asia-Pacific,Singapore,Cloud Platform,Direct,14835.25,8652.17,Labor
2024-12-04,Asia-Pacific,Singapore,Security Module,Online,19161.42,12023.09,Material
2024-12-05,Europe,Germany,Analytics Suite,Online,25034.03,14482.99,Shipping
2024-12-05,Europe,Germany,Cloud Platform,Partner,18718.34,10055.19,Shipping
2024-12-05,Europe,Germany,Security Module,Direct,17572.08,10702.92,Material
2024-12-05,Europe,France,Analytics Suite,Partner,20365.7,13156.21,Shipping
2024-12-05,Europe,France,Cloud Platform,Direct,24564.06,15194.43,Shipping
2024-12-05,Europe,France,Security Module,Direct,16489.52,10252.02,Shipping
2024-12-05,Europe,United Kingdom,Analytics Suite,Online,18664.67,10453.31,Labor
2024-12-05,Europe,United Kingdom,Cloud Platform,Partner,12924.08,6808.09,Material
2024-12-05,Europe,United Kingdom,Security Module,Direct,17981.93,11577.72,Shipping
2024-12-05,Europe,Spain,Analytics Suite,Direct,20838.41,13097.31,Material
2024-12-05,Europe,Spain,Cloud Platform,Online,19874.4,12786.04,Material
2024-12-05,Europe,Spain,Security Module,Online,19465.55,11275.31,Material
2024-12-05,North America,United States,Analytics Suite,Direct,22253.95,11950.12,Labor
2024-12-05,North America,United States,Cloud Platform,Online,18743.17,10655.86,Material
2024-12-05,North America,United States,Security Module,Online,17176.3,9407.64,Material
2024-12-05,North America,Canada,Analytics Suite,Partner,15860.22,9110.33,Labor
2024-12-05,North America,Canada,Cloud Platform,Partner,18258.0,9688.26,Labor
2024-12-05,North America,Canada,Security Module,Partner,22567.67,12440.66,Material
2024-12-05,North America,Mexico,Analytics Suite,Direct,15670.13,9113.97,Shipping
2024-12-05,North America,Mexico,Cloud Platform,Online,18798.33,10530.29,Material
2024-12-05,North America,Mexico,Security Module,Partner,15158.91,9452.04,Material
2024-12-05,Asia-Pacific,India,Analytics Suite,Online,18534.12,10635.38,Labor
2024-12-05,Asia-Pacific,India,Cloud Platform,Direct,23296.94,13047.31,Labor
2024-12-05,Asia-Pacific,India,Security Module,Partner,19494.15,11741.13,Shipping
2024-12-05,Asia-Pacific,Japan,Analytics Suite,Direct,20089.31,11638.19,Shipping
2024-12-05,Asia-Pacific,Japan,Cloud Platform,Direct,20637.8,10681.26,Labor
2024-12-05,Asia-Pacific,Japan,Security Module,Direct,15444.18,9109.17,Labor
2024-12-05,Asia-Pacific,Australia,Analytics Suite,Online,11991.1,6915.13,Labor
2024-12-05,Asia-Pacific,Australia,Cloud Platform,Partner,18112.49,10219.63,Material
2024-12-05,Asia-Pacific,Australia,Security Module,Partner,19789.93,11200.5,Material
2024-12-05,Asia-Pacific,Singapore,Analytics Suite,Online,16507.29,9412.06,Material
2024-12-05,Asia-Pacific,Singapore,Cloud Platform,Partner,20504.43,13086.73,Labor
2024-12-05,Asia-Pacific,Singapore,Security Module,Online,18337.7,9305.74,Material
2024-12-06,Europe,Germany,Analytics Suite,Partner,17771.09,10048.92,Material
2024-12-06,Europe,Germany,Cloud Platform,Online,20361.92,12092.04,Shipping
2024-12-06,Europe,Germany,Security Module,Partner,17327.6,10191.72,Material
2024-12-06,Europe,France,Analytics Suite,Online,16562.33,9847.05,Material
2024-12-06,Europe,France,Cloud Platform,Online,20688.89,11984.93,Material
2024-12-06,Europe,France,Security Module,Direct,18773.73,10651.54,Material
2024-12-06,Europe,United Kingdom,Analytics Suite,Partner,21361.27,12448.39,Material
2024-12-06,Europe,United Kingdom,Cloud Platform,Partner,16440.74,9541.34,Shipping
2024-12-06,Europe,United Kingdom,Security Module,Direct,14512.94,7835.27,Shipping
2024-12-06,Europe,Spain,Analytics Suite,Direct,17583.96,9269.87,Shipping
2024-12-06,Europe,Spain,Cloud Platform,Direct,16670.58,10629.3,Shipping
2024-12-06,Europe,Spain,Security Module,Partner,16982.77,9723.85,Shipping
2024-12-06,North America,United States,Analytics Suite,Online,16954.45,10291.43,Material
2024-12-06,North America,United States,Cloud Platform,Direct,18802.88,10569.57,Labor
2024-12-06,North America,United States,Security Module,Partner,18511.06,10988.32,Shipping
2024-12-06,North America,Canada,Analytics Suite,Partner,17552.91,11029.41,Shipping
2024-12-06,North America,Canada,Cloud Platform,Partner,18771.15,11734.22,Material
2024-12-06,North America,Canada,Security Module,Online,19812.84,12242.12,Labor
2024-12-06,North America,Mexico,Analytics Suite,Direct,16874.21,9913.82,Material
2024-12-06,North America,Mexico,Cloud Platform,Online,23379.77,12876.53,Material
2024-12-06,North America,Mexico,Security Module,Online,10824.74,6330.19,Material
2024-12-06,Asia-Pacific,India,Analytics Suite,Partner,16199.96,9908.92,Shipping
2024-12-06,Asia-Pacific,India,Cloud Platform,Partner,16827.77,10893.12,Labor
2024-12-06,Asia-Pacific,India,Security Module,Partner,22419.3,12349.24,Shipping
2024-12-06,Asia-Pacific,Japan,Analytics Suite,Partner,18672.68,12545.78,Shipping
2024-12-06,Asia-Pacific,Japan,Cloud Platform,Partner,21423.86,13348.48,Material
2024-12-06,Asia-Pacific,Japan,Security Module,Direct,16391.21,9085.85,Labor
2024-12-06,Asia-Pacific,Australia,Analytics Suite,Online,18448.26,12201.36,Labor
2024-12-06,Asia-Pacific,Australia,Cloud Platform,Partner,19714.49,11569.21,Labor
2024-12-06,Asia-Pacific,Australia,Security Module,Partner,23291.66,14374.96,Material
2024-12-06,Asia-Pacific,Singapore,Analytics Suite,Online,20257.45,11491.23,Labor
2024-12-06,Asia-Pacific,Singapore,Cloud Platform,Partner,16368.56,9435.18,Labor
2024-12-06,Asia-Pacific,Singapore,Security Module,Partner,18374.51,11799.24,Labor
2024-12-07,Europe,Germany,Analytics Suite,Online,16728.51,9750.37,Material
2024-12-07,Europe,Germany,Cloud Platform,Online,18604.71,11313.79,Shipping
2024-12-07,Europe,Germany,Security Module,Online,16760.13,10138.03,Material
2024-12-07,Europe,France,Analytics Suite,Partner,20652.06,12290.13,Shipping
2024-12-07,Europe,France,Cloud Platform,Online,16142.01,7964.69,Material
2024-12-07,Europe,France,Security Module,Online,22777.79,12137.4,Material
2024-12-07,Europe,United Kingdom,Analytics Suite,Direct,18482.16,10176.27,Material
2024-12-07,Europe,United Kingdom,Cloud Platform,Partner,18895.39,11755.8,Labor
2024-12-07,Europe,United Kingdom,Security Module,Direct,20053.55,12647.22,Material
2024-12-07,Europe,Spain,Analytics Suite,Partner,15103.74,9880.18,Material
2024-12-07,Europe,Spain,Cloud Platform,Online,18581.93,10962.29,Material
2024-12-07,Europe,Spain,Security Module,Online,19549.02,10933.54,Shipping
2024-12-07,North America,United States,Analytics Suite,Direct,12599.5,7147.35,Shipping
2024-12-07,North America,United States,Cloud Platform,Partner,16610.74,10101.34,Material
2024-12-07,North America,United States,Security Module,Online,17203.79,10340.62,Material
2024-12-07,North America,Canada,Analytics Suite,Partner,22533.77,12099.85,Shipping
2024-12-07,North America,Canada,Cloud Platform,Direct,22523.91,15057.08,Shipping
2024-12-07,North America,Canada,Security Module,Online,20006.08,12693.94,Labor
2024-12-07,North America,Mexico,Analytics Suite,Online,19343.59,11243.47,Shipping
2024-12-07,North America,Mexico,Cloud Platform,Online,21415.71,13743.96,Labor
2024-12-07,North America,Mexico,Security Module,Online,17764.25,11002.2,Material
2024-12-07,Asia-Pacific,India,Analytics Suite,Partner,19090.57,10144.45,Material
2024-12-07,Asia-Pacific,India,Cloud Platform,Online,19790.92,12150.27,Labor
2024-12-07,Asia-Pacific,India,Security Module,Online,19875.79,12278.13,Shipping
2024-12-07,Asia-Pacific,Japan,Analytics Suite,Online,12189.75,6672.07,Material
2024-12-07,Asia-Pacific,Japan,Cloud Platform,Direct,16752.58,9249.56,Material
2024-12-07,Asia-Pacific,Japan,Security Module,Partner,18395.46,10992.48,Material
2024-12-07,Asia-Pacific,Australia,Analytics Suite,Partner,16892.35,9738.68,Material
2024-12-07,Asia-Pacific,Australia,Cloud Platform,Online,16414.07,9390.69,Material
2024-12-07,Asia-Pacific,Australia,Security Module,Direct,19520.39,12029.5,Labor
2024-12-07,Asia-Pacific,Singapore,Analytics Suite,Online,13862.27,7774.7,Shipping
2024-12-07,Asia-Pacific,Singapore,Cloud Platform,Direct,17822.17,11078.87,Material
2024-12-07,Asia-Pacific,Singapore,Security Module,Direct,19501.89,11958.44,Material
2024-12-08,Europe,Germany,Analytics Suite,Online,21215.0,12408.01,Material
2024-12-08,Europe,Germany,Cloud Platform,Direct,15323.9,8758.82,Shipping
2024-12-08,Europe,Germany,Security Module,Partner,17955.19,9832.38,Labor
2024-12-08,Europe,France,Analytics Suite,Direct,22898.58,14831.34,Shipping
2024-12-08,Europe,France,Cloud Platform,Partner,19669.3,11013.09,Labor
2024-12-08,Europe,France,Security Module,Partner,15401.93,9541.04,Material
2024-12-08,Europe,United Kingdom,Analytics Suite,Direct,17382.53,10266.48,Shipping
2024-12-08,Europe,United Kingdom,Cloud Platform,Direct,17639.85,10074.8,Shipping
2024-12-08,Europe,United Kingdom,Security Module,Online,14216.04,9561.17,Material
2024-12-08,Europe,Spain,Analytics Suite,Online,18854.75,11850.04,Material
2024-12-08,Europe,Spain,Cloud Platform,Direct,18288.47,10532.19,Material
2024-12-08,Europe,Spain,Security Module,Partner,13518.73,8432.06,Labor
2024-12-08,North America,United States,Analytics Suite,Direct,13231.52,8641.32,Material
2024-12-08,North America,United States,Cloud Platform,Direct,13836.68,7386.38,Material
2024-12-08,North America,United States,Security Module,Direct,19861.29,11446.48,Material
2024-12-08,North America,Canada,Analytics Suite,Partner,18725.47,10207.8,Shipping
2024-12-08,North America,Canada,Cloud Platform,Direct,15815.39,9720.83,Material
2024-12-08,North America,Canada,Security Module,Partner,18526.46,11823.4,Material
2024-12-08,North America,Mexico,Analytics Suite,Partner,15494.72,9541.27,Material
2024-12-08,North America,Mexico,Cloud Platform,Partner,18105.12,10593.98,Material
2024-12-08,North America,Mexico,Security Module,Online,17102.82,9734.33,Material
2024-12-08,Asia-Pacific,India,Analytics Suite,Online,22154.96,11576.23,Shipping
2024-12-08,Asia-Pacific,India,Cloud Platform,Partner,16447.47,9883.82,Material
2024-12-08,Asia-Pacific,India,Security Module,Online,21141.72,13322.95,Shipping
2024-12-08,Asia-Pacific,Japan,Analytics Suite,Partner,21350.89,12166.57,Labor
2024-12-08,Asia-Pacific,Japan,Cloud Platform,Direct,13084.41,7409.72,Shipping
2024-12-08,Asia-Pacific,Japan,Security Module,Direct,15371.99,9924.0,Shipping
2024-12-08,Asia-Pacific,Australia,Analytics Suite,Partner,18341.45,10085.28,Labor
2024-12-08,Asia-Pacific,Australia,Cloud Platform,Online,20229.92,12440.33,Material
2024-12-08,Asia-Pacific,Australia,Security Module,Direct,19168.26,11249.53,Shipping
2024-12-08,Asia-Pacific,Singapore,Analytics Suite,Online,19171.52,11325.43,Material
2024-12-08,Asia-Pacific,Singapore,Cloud Platform,Online,13715.5,7798.77,Material
2024-12-08,Asia-Pacific,Singapore,Security Module,Online,20850.95,11941.58,Material
2024-12-09,Europe,Germany,Analytics Suite,Partner,17269.12,10796.95,Material
2024-12-09,Europe,Germany,Cloud Platform,Direct,20869.81,12283.56,Shipping
2024-12-09,Europe,Germany,Security Module,Online,21303.63,11820.19,Shipping
2024-12-09,Europe,France,Analytics Suite,Direct,27980.57,17771.11,Material
2024-12-09,Europe,France,Cloud Platform,Online,25886.62,15167.4,Material
2024-12-09,Europe,France,Security Module,Online,13801.32,7366.84,Material
2024-12-09,Europe,United Kingdom,Analytics Suite,Direct,19482.55,10964.24,Material
2024-12-09,Europe,United Kingdom,Cloud Platform,Partner,20297.3,12556.7,Material
2024-12-09,Europe,United Kingdom,Security Module,Online,19630.66,11892.54,Shipping
2024-12-09,Europe,Spain,Analytics Suite,Direct,15752.56,9560.74,Labor
2024-12-09,Europe,Spain,Cloud Platform,Online,14853.0,9278.36,Shipping
2024-12-09,Europe,Spain,Security Module,Partner,16066.51,9042.77,Material
2024-12-09,North America,United States,Analytics Suite,Partner,19858.39,11409.46,Shipping
2024-12-09,North America,United States,Cloud Platform,Direct,18473.32,9490.43,Material
2024-12-09,North America,United States,Security Module,Online,14024.24,8185.47,Labor
2024-12-09,North America,Canada,Analytics Suite,Direct,19762.0,11727.14,Labor
2024-12-09,North America,Canada,Cloud Platform,Direct,18628.95,10542.26,Labor
2024-12-09,North America,Canada,Security Module,Partner,16283.54,9704.23,Material
2024-12-09,North America,Mexico,Analytics Suite,Direct,24224.77,13455.63,Shipping
2024-12-09,North America,Mexico,Cloud Platform,Online,18992.02,12210.78,Material
2024-12-09,North America,Mexico,Security Module,Partner,22611.8,12738.68,Labor
2024-12-09,Asia-Pacific,India,Analytics Suite,Partner,14473.53,8972.98,Material
2024-12-09,Asia-Pacific,India,Cloud Platform,Partner,17304.95,10702.81,Material
2024-12-09,Asia-Pacific,India,Security Module,Online,20115.39,11299.96,Material
2024-12-09,Asia-Pacific,Japan,Analytics Suite,Direct,18595.53,11545.28,Material
2024-12-09,Asia-Pacific,Japan,Cloud Platform,Partner,27475.95,15064.66,Labor
2024-12-09,Asia-Pacific,Japan,Security Module,Partner,25570.53,14110.05,Material
2024-12-09,Asia-Pacific,Australia,Analytics Suite,Partner,18460.51,9880.21,Material
2024-12-09,Asia-Pacific,Australia,Cloud Platform,Online,16249.6,10350.99,Labor
2024-12-09,Asia-Pacific,Australia,Security Module,Online,13989.3,7719.88,Material
2024-12-09,Asia-Pacific,Singapore,Analytics Suite,Direct,23129.66,13850.65,Shipping
2024-12-09,Asia-Pacific,Singapore,Cloud Platform,Online,17271.78,10227.74,Labor
2024-12-09,Asia-Pacific,Singapore,Security Module,Direct,18599.55,10297.39,Material
2024-12-10,Europe,Germany,Analytics Suite,Direct,16243.58,10572.4,Material
2024-12-10,Europe,Germany,Cloud Platform,Online,15800.62,8613.38,Material
2024-12-10,Europe,Germany,Security Module,Online,22713.47,12115.56,Labor
2024-12-10,Europe,France,Analytics Suite,Direct,16004.73,9482.07,Material
2024-12-10,Europe,France,Cloud Platform,Online,18543.34,10479.45,Material
2024-12-10,Europe,France,Security Module,Direct,19524.5,12223.82,Labor
2024-12-10,Europe,United Kingdom,Analytics Suite,Online,22568.1,12199.68,Shipping
2024-12-10,Europe,United Kingdom,Cloud Platform,Direct,17766.14,12202.45,Material
2024-12-10,Europe,United Kingdom,Security Module,Partner,15800.3,9806.57,Shipping
2024-12-10,Europe,Spain,Analytics Suite,Partner,21907.47,11065.4,Material
2024-12-10,Europe,Spain,Cloud Platform,Partner,16456.23,9554.08,Shipping
2024-12-10,Europe,Spain,Security Module,Online,19312.65,12399.47,Shipping
2024-12-10,North America,United States,Analytics Suite,Direct,15916.45,10139.9,Material
2024-12-10,North America,United States,Cloud Platform,Partner,16108.87,9323.73,Labor
2024-12-10,North America,United States,Security Module,Online,20327.23,12772.85,Shipping
2024-12-10,North America,Canada,Analytics Suite,Partner,22029.82,11494.43,Material
2024-12-10,North America,Canada,Cloud Platform,Online,16910.59,8778.8,Material
2024-12-10,North America,Canada,Security Module,Online,15717.11,10130.79,Shipping
2024-12-10,North America,Mexico,Analytics Suite,Online,19803.19,13000.88,Material
2024-12-10,North America,Mexico,Cloud Platform,Online,15209.16,8711.09,Labor
2024-12-10,North America,Mexico,Security Module,Online,17744.67,10101.73,Labor
2024-12-10,Asia-Pacific,India,Analytics Suite,Online,21192.8,12804.83,Material
2024-12-10,Asia-Pacific,India,Cloud Platform,Online,15595.88,9374.41,Labor
2024-12-10,Asia-Pacific,India,Security Module,Direct,20079.36,10353.6,Shipping
2024-12-10,Asia-Pacific,Japan,Analytics Suite,Online,21175.26,12127.04,Material
2024-12-10,Asia-Pacific,Japan,Cloud Platform,Partner,21903.7,14191.76,Labor
2024-12-10,Asia-Pacific,Japan,Security Module,Partner,19621.72,12051.53,Material
2024-12-10,Asia-Pacific,Australia,Analytics Suite,Online,19746.13,10209.35,Material
2024-12-10,Asia-Pacific,Australia,Cloud Platform,Online,13694.31,8418.82,Material
2024-12-10,Asia-Pacific,Australia,Security Module,Online,20832.88,11008.46,Labor
2024-12-10,Asia-Pacific,Singapore,Analytics Suite,Online,16287.69,8810.36,Material
2024-12-10,Asia-Pacific,Singapore,Cloud Platform,Direct,21349.09,13168.69,Labor
2024-12-10,Asia-Pacific,Singapore,Security Module,Direct,17139.76,10390.74,Material
2024-12-11,Europe,Germany,Analytics Suite,Partner,21227.3,12791.81,Shipping
2024-12-11,Europe,Germany,Cloud Platform,Partner,21522.65,12755.92,Labor
2024-12-11,Europe,Germany,Security Module,Online,18436.34,11530.81,Material
2024-12-11,Europe,France,Analytics Suite,Online,23908.62,15210.42,Shipping
2024-12-11,Europe,France,Cloud Platform,Online,19127.17,12127.48,Material
2024-12-11,Europe,France,Security Module,Direct,14089.82,9476.63,Shipping
2024-12-11,Europe,United Kingdom,Analytics Suite,Partner,18368.39,10692.78,Material
2024-12-11,Europe,United Kingdom,Cloud Platform,Partner,23259.84,15120.28,Labor
2024-12-11,Europe,United Kingdom,Security Module,Direct,16550.3,9393.31,Material
2024-12-11,Europe,Spain,Analytics Suite,Online,17735.69,10463.59,Shipping
2024-12-11,Europe,Spain,Cloud Platform,Direct,18991.47,10445.73,Material
2024-12-11,Europe,Spain,Security Module,Partner,24007.86,12753.68,Labor
2024-12-11,North America,United States,Analytics Suite,Partner,15888.18,9578.54,Material
2024-12-11,North America,United States,Cloud Platform,Online,23805.29,12956.7,Material
2024-12-11,North America,United States,Security Module,Direct,14118.2,8552.22,Material
2024-12-11,North America,Canada,Analytics Suite,Direct,23981.38,14366.15,Material
2024-12-11,North America,Canada,Cloud Platform,Partner,23544.81,13248.0,Material
2024-12-11,North America,Canada,Security Module,Online,15698.02,9178.88,Labor
2024-12-11,North America,Mexico,Analytics Suite,Partner,14405.98,7758.97,Material
2024-12-11,North America,Mexico,Cloud Platform,Online,20086.23,11860.11,Material
2024-12-11,North America,Mexico,Security Module,Partner,21886.81,12980.98,Shipping
2024-12-11,Asia-Pacific,India,Analytics Suite,Online,16887.68,10079.71,Material
2024-12-11,Asia-Pacific,India,Cloud Platform,Partner,19733.76,12005.55,Shipping
2024-12-11,Asia-Pacific,India,Security Module,Direct,21653.54,12291.09,Material
2024-12-11,Asia-Pacific,Japan,Analytics Suite,Partner,16851.19,9276.12,Labor
2024-12-11,Asia-Pacific,Japan,Cloud Platform,Online,22697.63,13971.66,Material
2024-12-11,Asia-Pacific,Japan,Security Module,Partner,19502.01,10291.53,Material
2024-12-11,Asia-Pacific,Australia,Analytics Suite,Online,25220.69,15431.77,Material
2024-12-11,Asia-Pacific,Australia,Cloud Platform,Direct,24044.03,15149.54,Labor
2024-12-11,Asia-Pacific,Australia,Security Module,Partner,18286.7,11328.52,Shipping
2024-12-11,Asia-Pacific,Singapore,Analytics Suite,Partner,22962.92,13623.42,Labor
2024-12-11,Asia-Pacific,Singapore,Cloud Platform,Direct,19672.81,10908.89,Material
2024-12-11,Asia-Pacific,Singapore,Security Module,Direct,16391.17,10487.22,Labor
2024-12-12,Europe,Germany,Analytics Suite,Partner,13923.24,7279.52,Material
2024-12-12,Europe,Germany,Cloud Platform,Direct,24272.03,13982.44,Shipping
2024-12-12,Europe,Germany,Security Module,Partner,22516.84,13387.63,Labor
2024-12-12,Europe,France,Analytics Suite,Partner,22232.57,12047.35,Labor
2024-12-12,Europe,France,Cloud Platform,Direct,17249.2,9211.78,Material
2024-12-12,Europe,France,Security Module,Online,20111.75,11569.16,Material
2024-12-12,Europe,United Kingdom,Analytics Suite,Partner,26205.2,16294.64,Material
2024-12-12,Europe,United Kingdom,Cloud Platform,Online,18495.38,10393.82,Material
2024-12-12,Europe,United Kingdom,Security Module,Online,19699.57,11654.28,Shipping
2024-12-12,Europe,Spain,Analytics Suite,Partner,21629.54,12760.41,Material
2024-12-12,Europe,Spain,Cloud Platform,Online,16628.47,10300.91,Material
2024-12-12,Europe,Spain,Security Module,Online,17561.53,11075.36,Material
2024-12-12,North America,United States,Analytics Suite,Direct,13909.18,7374.57,Material
2024-12-12,North America,United States,Cloud Platform,Online,18084.96,10032.19,Shipping
2024-12-12,North America,United States,Security Module,Partner,20291.44,12442.75,Material
2024-12-12,North America,Canada,Analytics Suite,Direct,14970.3,9131.76,Shipping
2024-12-12,North America,Canada,Cloud Platform,Online,15330.62,9177.6,Material
2024-12-12,North America,Canada,Security Module,Partner,20330.15,12277.88,Material
2024-12-12,North America,Mexico,Analytics Suite,Partner,16654.33,9338.25,Material
2024-12-12,North America,Mexico,Cloud Platform,Partner,19207.99,10427.85,Shipping
2024-12-12,North America,Mexico,Security Module,Partner,15792.18,10203.92,Labor
2024-12-12,Asia-Pacific,India,Analytics Suite,Direct,18050.78,11589.21,Labor
2024-12-12,Asia-Pacific,India,Cloud Platform,Partner,19350.35,12063.9,Material
2024-12-12,Asia-Pacific,India,Security Module,Online,15096.12,9009.05,Material
2024-12-12,Asia-Pacific,Japan,Analytics Suite,Partner,22780.49,12673.3,Material
2024-12-12,Asia-Pacific,Japan,Cloud Platform,Partner,23371.92,14896.82,Material
2024-12-12,Asia-Pacific,Japan,Security Module,Partner,21801.36,11152.3,Material
2024-12-12,Asia-Pacific,Australia,Analytics Suite,Online,17721.53,10549.28,Material
2024-12-12,Asia-Pacific,Australia,Cloud Platform,Partner,17816.46,10400.54,Labor
2024-12-12,Asia-Pacific,Australia,Security Module,Direct,23049.03,14011.16,Labor
2024-12-12,Asia-Pacific,Singapore,Analytics Suite,Partner,22995.91,13248.12,Labor
2024-12-12,Asia-Pacific,Singapore,Cloud Platform,Online,13364.47,8877.6,Shipping
2024-12-12,Asia-Pacific,Singapore,Security Module,Direct,16286.55,9481.55,Material
2024-12-13,Europe,Germany,Analytics Suite,Direct,17165.74,10755.27,Material
2024-12-13,Europe,Germany,Cloud Platform,Partner,19807.3,10355.52,Shipping
2024-12-13,Europe,Germany,Security Module,Direct,16881.04,9854.83,Material
2024-12-13,Europe,France,Analytics Suite,Direct,16492.89,10089.67,Material
2024-12-13,Europe,France,Cloud Platform,Online,15880.37,8601.63,Shipping
2024-12-13,Europe,France,Security Module,Direct,19692.47,13013.52,Material
2024-12-13,Europe,United Kingdom,Analytics Suite,Partner,19872.48,10845.13,Labor
2024-12-13,Europe,United Kingdom,Cloud Platform,Direct,20253.75,11543.11,Shipping
2024-12-13,Europe,United Kingdom,Security Module,Partner,22506.33,12819.72,Labor
2024-12-13,Europe,Spain,Analytics Suite,Direct,13769.26,7967.34,Shipping
2024-12-13,Europe,Spain,Cloud Platform,Partner,16618.03,11323.88,Labor
2024-12-13,Europe,Spain,Security Module,Direct,17775.45,10293.06,Material
2024-12-13,North America,United States,Analytics Suite,Online,17350.87,10252.68,Shipping
2024-12-13,North America,United States,Cloud Platform,Online,17512.68,10022.14,Material
2024-12-13,North America,United States,Security Module,Online,20333.29,11610.68,Material
2024-12-13,North America,Canada,Analytics Suite,Partner,17418.3,10600.63,Shipping
2024-12-13,North America,Canada,Cloud Platform,Online,17646.11,9771.48,Material
2024-12-13,North America,Canada,Security Module,Online,18660.73,10397.43,Shipping
2024-12-13,North America,Mexico,Analytics Suite,Partner,16894.35,9818.57,Labor
2024-12-13,North America,Mexico,Cloud Platform,Direct,21332.68,10626.43,Labor
2024-12-13,North America,Mexico,Security Module,Partner,11916.82,6862.26,Shipping
2024-12-13,Asia-Pacific,India,Analytics Suite,Online,21577.21,12800.91,Shipping
2024-12-13,Asia-Pacific,India,Cloud Platform,Direct,18745.49,11411.35,Material
2024-12-13,Asia-Pacific,India,Security Module,Partner,17175.65,9841.46,Material
2024-12-13,Asia-Pacific,Japan,Analytics Suite,Partner,15957.59,9600.66,Material
2024-12-13,Asia-Pacific,Japan,Cloud Platform,Direct,17629.37,9707.88,Shipping
2024-12-13,Asia-Pacific,Japan,Security Module,Direct,22457.38,14499.18,Material
2024-12-13,Asia-Pacific,Australia,Analytics Suite,Direct,20640.05,11080.86,Material
2024-12-13,Asia-Pacific,Australia,Cloud Platform,Partner,17601.91,9960.4,Shipping
2024-12-13,Asia-Pacific,Australia,Security Module,Partner,14244.78,8397.26,Shipping
2024-12-13,Asia-Pacific,Singapore,Analytics Suite,Direct,20448.78,12185.57,Labor
2024-12-13,Asia-Pacific,Singapore,Cloud Platform,Partner,22040.9,13151.99,Material
2024-12-13,Asia-Pacific,Singapore,Security Module,Direct,14439.93,8636.29,Material
2024-12-14,Europe,Germany,Analytics Suite,Direct,18185.53,11125.72,Labor
2024-12-14,Europe,Germany,Cloud Platform,Online,18711.75,12123.8,Shipping
